MC	<p>720c_ed57</p> <div id="drv_b827" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on<span style='font-size: 1px; color: white;'>scores</span>their<span style='font-size: 1px; color: white;'>idea</span>molecular<span style='font-size: 1px; color: white;'>donors</span>formula, which one of<span style='font-size: 1px; color: white;'>bfsex</span>the<span style='font-size: 1px; color: white;'>both</span>following<span style='font-size: 1px; color: white;'>keto</span>compounds<span style='font-size: 1px; color: white;'>lower</span>is most likely<span style='font-size: 1px; color: white;'>ratio</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>clamp</span></div>	<div id="drv_9d4a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub><span style='font-size: 1px; color: white;'>unlike</span></div>	Incorrect	<div id="drv_11b7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. urea, CO(NH<sub>2</sub>)<sub>2</sub><span style='font-size: 1px; color: white;'>bad</span></div>	Incorrect	<div id="drv_e7c0" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. octane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>6</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>iiei</span></div>	Correct	<div id="drv_138c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. methanol, CH<sub>3</sub>OH<span style='font-size: 1px; color: white;'>reduce</span></div>	Incorrect	<div id="drv_13a4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub><span style='font-size: 1px; color: white;'>depend</span></div>	Incorrect
MC	<p>720c_5f9d</p> <div id="drv_4dcf" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on their molecular<span style='font-size: 1px; color: white;'>ground</span>formula, which<span style='font-size: 1px; color: white;'>fuse</span>one<span style='font-size: 1px; color: white;'>finish</span>of<span style='font-size: 1px; color: white;'>enol</span>the<span style='font-size: 1px; color: white;'>affect</span>following<span style='font-size: 1px; color: white;'>cliff</span>compounds<span style='font-size: 1px; color: white;'>model</span>is most likely<span style='font-size: 1px; color: white;'>mali</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>bomb</span></div>	<div id="drv_96c5" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. sodium<span style='font-size: 1px; color: white;'>hired</span>chloride, NaCl<span style='font-size: 1px; color: white;'>decide</span></div>	Incorrect	<div id="drv_66df" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>ease</span></div>	Incorrect	<div id="drv_ea26" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. water, H<sub>2</sub>O<span style='font-size: 1px; color: white;'>iiei</span></div>	Incorrect	<div id="drv_aa0b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. benzene, C<sub>6</sub>H<sub>6</sub> </div>	Correct	<div id="drv_bb1d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>truth</span></div>	Incorrect
MC	<p>720c_b43c</p> <div id="drv_d96e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on<span style='font-size: 1px; color: white;'>joint</span>their<span style='font-size: 1px; color: white;'>their</span>molecular<span style='font-size: 1px; color: white;'>nerve</span>formula, which one<span style='font-size: 1px; color: white;'>aug</span>of<span style='font-size: 1px; color: white;'>bird</span>the following compounds is most<span style='font-size: 1px; color: white;'>having</span>likely hydrophobic?</h4><span style='font-size: 1px; color: white;'>truthe</span></div>	<div id="drv_071c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. ethylene, CH<sub>2</sub>CH<sub>2</sub><span style='font-size: 1px; color: white;'>dtt</span></div>	Correct	<div id="drv_f8e7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. glucose, C<sub>6</sub>H<sub>12</sub>O<sub>6</sub><span style='font-size: 1px; color: white;'>mgdl</span></div>	Incorrect	<div id="drv_cb7b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>mgml</span></div>	Incorrect	<div id="drv_7620" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. water, H<sub>2</sub>O<span style='font-size: 1px; color: white;'>fiber</span></div>	Incorrect	<div id="drv_ae67" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. glycerol, C<sub>3</sub>H<sub>8</sub>O<sub>3</sub> </div>	Incorrect
MC	<p>720c_8c2b</p> <div id="drv_a8b5" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>alike</span>on<span style='font-size: 1px; color: white;'>copy</span>their<span style='font-size: 1px; color: white;'>room</span>molecular formula, which<span style='font-size: 1px; color: white;'>evolve</span>one of<span style='font-size: 1px; color: white;'>solos</span>the<span style='font-size: 1px; color: white;'>fixed</span>following<span style='font-size: 1px; color: white;'>memory</span>compounds<span style='font-size: 1px; color: white;'>marfan</span>is<span style='font-size: 1px; color: white;'>alerts</span>most likely<span style='font-size: 1px; color: white;'>neck</span>hydrophobic?</h4> </div>	<div id="drv_6bee" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. glycerol, C<sub>3</sub>H<sub>8</sub>O<sub>3</sub><span style='font-size: 1px; color: white;'>major</span></div>	Incorrect	<div id="drv_f973" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. phosphoric<span style='font-size: 1px; color: white;'>series</span>acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>uag</span></div>	Incorrect	<div id="drv_3f86" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. toluene, C<sub>7</sub>H<sub>8</sub> </div>	Correct	<div id="drv_1556" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub> </div>	Incorrect	<div id="drv_42bc" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH </div>	Incorrect
MC	<p>720c_125c</p> <div id="drv_4754" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on<span style='font-size: 1px; color: white;'>short</span>their<span style='font-size: 1px; color: white;'>plp</span>molecular<span style='font-size: 1px; color: white;'>bomb</span>formula, which<span style='font-size: 1px; color: white;'>law</span>one<span style='font-size: 1px; color: white;'>her</span>of the<span style='font-size: 1px; color: white;'>risk</span>following<span style='font-size: 1px; color: white;'>all</span>compounds is<span style='font-size: 1px; color: white;'>tests</span>most<span style='font-size: 1px; color: white;'>stress</span>likely<span style='font-size: 1px; color: white;'>olive</span>hydrophobic?</h4> </div>	<div id="drv_f70e" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>oneway</span></div>	Incorrect	<div id="drv_93e1" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. glycerol, C<sub>3</sub>H<sub>8</sub>O<sub>3</sub> </div>	Incorrect	<div id="drv_d5d8" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub><span style='font-size: 1px; color: white;'>alter</span></div>	Incorrect	<div id="drv_b889" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. cyclohexane, C<sub>6</sub>H<sub>12</sub><span style='font-size: 1px; color: white;'>code</span></div>	Correct	<div id="drv_98e0" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>prior</span></div>	Incorrect
MC	<p>720c_8886</p> <div id="drv_eeff" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>ribose</span>on<span style='font-size: 1px; color: white;'>folded</span>their molecular<span style='font-size: 1px; color: white;'>falls</span>formula, which<span style='font-size: 1px; color: white;'>tmspan</span>one<span style='font-size: 1px; color: white;'>dop</span>of<span style='font-size: 1px; color: white;'>take</span>the<span style='font-size: 1px; color: white;'>leo</span>following<span style='font-size: 1px; color: white;'>proton</span>compounds is<span style='font-size: 1px; color: white;'>father</span>most<span style='font-size: 1px; color: white;'>worse</span>likely<span style='font-size: 1px; color: white;'>bow</span>hydrophobic?</h4> </div>	<div id="drv_7a49" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>spinal</span></div>	Incorrect	<div id="drv_e96c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub><span style='font-size: 1px; color: white;'>repel</span></div>	Incorrect	<div id="drv_4fa4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. phosphoric<span style='font-size: 1px; color: white;'>glass</span>acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>rattat</span></div>	Incorrect	<div id="drv_9052" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. hexane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>4</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>wraps</span></div>	Correct	<div id="drv_4b34" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. glycine, NH<sub>2</sub>CH<sub>2</sub>COOH<span style='font-size: 1px; color: white;'>ityri</span></div>	Incorrect
MC	<p>720c_5d87</p> <div id="drv_7b16" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>civil</span>on their<span style='font-size: 1px; color: white;'>bafree</span>molecular<span style='font-size: 1px; color: white;'>bone</span>formula, which<span style='font-size: 1px; color: white;'>closed</span>one<span style='font-size: 1px; color: white;'>oxide</span>of<span style='font-size: 1px; color: white;'>study</span>the<span style='font-size: 1px; color: white;'>equal</span>following compounds<span style='font-size: 1px; color: white;'>close</span>is<span style='font-size: 1px; color: white;'>bop</span>most<span style='font-size: 1px; color: white;'>exists</span>likely hydrophobic?</h4><span style='font-size: 1px; color: white;'>prior</span></div>	<div id="drv_1d97" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. methanol, CH<sub>3</sub>OH<span style='font-size: 1px; color: white;'>types</span></div>	Incorrect	<div id="drv_4ca3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. phosphoric acid, H<sub>3</sub>PO<sub>4</sub> </div>	Incorrect	<div id="drv_e515" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. ammonia, NH<sub>3</sub> </div>	Incorrect	<div id="drv_11ee" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. toluene, C<sub>7</sub>H<sub>8</sub> </div>	Correct	<div id="drv_a860" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub><span style='font-size: 1px; color: white;'>starts</span></div>	Incorrect
MC	<p>720c_d143</p> <div id="drv_2769" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>mow</span>on<span style='font-size: 1px; color: white;'>air</span>their molecular<span style='font-size: 1px; color: white;'>owner</span>formula, which<span style='font-size: 1px; color: white;'>fiber</span>one<span style='font-size: 1px; color: white;'>savory</span>of<span style='font-size: 1px; color: white;'>forms</span>the following compounds is<span style='font-size: 1px; color: white;'>crack</span>most<span style='font-size: 1px; color: white;'>unite</span>likely<span style='font-size: 1px; color: white;'>immune</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>nobel</span></div>	<div id="drv_ad2b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>spice</span></div>	Incorrect	<div id="drv_f22a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. ethylene, CH<sub>2</sub>CH<sub>2</sub><span style='font-size: 1px; color: white;'>dttp</span></div>	Correct	<div id="drv_aed0" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. urea, CO(NH<sub>2</sub>)<sub>2</sub><span style='font-size: 1px; color: white;'>gentle</span></div>	Incorrect	<div id="drv_8b15" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub> </div>	Incorrect	<div id="drv_ffb9" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. glucose, C<sub>6</sub>H<sub>12</sub>O<sub>6</sub><span style='font-size: 1px; color: white;'>ensure</span></div>	Incorrect
MC	<p>720c_cb1c</p> <div id="drv_f083" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>tmv</span>on<span style='font-size: 1px; color: white;'>phase</span>their<span style='font-size: 1px; color: white;'>gcdotu</span>molecular<span style='font-size: 1px; color: white;'>dntp</span>formula, which one<span style='font-size: 1px; color: white;'>gtp</span>of<span style='font-size: 1px; color: white;'>modify</span>the<span style='font-size: 1px; color: white;'>flavor</span>following<span style='font-size: 1px; color: white;'>wick</span>compounds<span style='font-size: 1px; color: white;'>models</span>is most<span style='font-size: 1px; color: white;'>below</span>likely<span style='font-size: 1px; color: white;'>ispan</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>car</span></div>	<div id="drv_f048" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. urea, CO(NH<sub>2</sub>)<sub>2</sub><span style='font-size: 1px; color: white;'>number</span></div>	Incorrect	<div id="drv_6b1c" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. glucose, C<sub>6</sub>H<sub>12</sub>O<sub>6</sub> </div>	Incorrect	<div id="drv_7ce3" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. glycerol, C<sub>3</sub>H<sub>8</sub>O<sub>3</sub><span style='font-size: 1px; color: white;'>lysine</span></div>	Incorrect	<div id="drv_2884" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. ethylene, CH<sub>2</sub>CH<sub>2</sub> </div>	Correct	<div id="drv_8cd2" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>beetle</span></div>	Incorrect
MC	<p>720c_6005</p> <div id="drv_69a4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>triose</span>on<span style='font-size: 1px; color: white;'>skull</span>their<span style='font-size: 1px; color: white;'>bud</span>molecular<span style='font-size: 1px; color: white;'>gamete</span>formula, which one of<span style='font-size: 1px; color: white;'>eonly</span>the following<span style='font-size: 1px; color: white;'>bonded</span>compounds<span style='font-size: 1px; color: white;'>low</span>is most<span style='font-size: 1px; color: white;'>facial</span>likely<span style='font-size: 1px; color: white;'>gels</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>mean</span></div>	<div id="drv_ce65" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. toluene, C<sub>7</sub>H<sub>8</sub><span style='font-size: 1px; color: white;'>atoms</span></div>	Correct	<div id="drv_61a4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>ants</span></div>	Incorrect	<div id="drv_ce74" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. glycerol, C<sub>3</sub>H<sub>8</sub>O<sub>3</sub><span style='font-size: 1px; color: white;'>syrup</span></div>	Incorrect	<div id="drv_a38d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. sodium<span style='font-size: 1px; color: white;'>actual</span>chloride, NaCl<span style='font-size: 1px; color: white;'>krebs</span></div>	Incorrect	<div id="drv_9497" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. urea, CO(NH<sub>2</sub>)<sub>2</sub> </div>	Incorrect
MC	<p>720c_8664</p> <div id="drv_cfb9" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on their molecular<span style='font-size: 1px; color: white;'>local</span>formula, which one of<span style='font-size: 1px; color: white;'>fiber</span>the<span style='font-size: 1px; color: white;'>exists</span>following<span style='font-size: 1px; color: white;'>brain</span>compounds<span style='font-size: 1px; color: white;'>area</span>is<span style='font-size: 1px; color: white;'>starch</span>most<span style='font-size: 1px; color: white;'>bad</span>likely<span style='font-size: 1px; color: white;'>how</span>hydrophobic?</h4> </div>	<div id="drv_c1c8" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. ammonia, NH<sub>3</sub> </div>	Incorrect	<div id="drv_905b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. erythrose, C<sub>4</sub>H<sub>8</sub>O<sub>4</sub><span style='font-size: 1px; color: white;'>share</span></div>	Incorrect	<div id="drv_a0da" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. toluene, C<sub>7</sub>H<sub>8</sub><span style='font-size: 1px; color: white;'>retain</span></div>	Correct	<div id="drv_f510" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>pod</span></div>	Incorrect	<div id="drv_e744" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. glycine, NH<sub>2</sub>CH<sub>2</sub>COOH<span style='font-size: 1px; color: white;'>avoid</span></div>	Incorrect
MC	<p>720c_2447</p> <div id="drv_b32d" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based on<span style='font-size: 1px; color: white;'>door</span>their<span style='font-size: 1px; color: white;'>tube</span>molecular<span style='font-size: 1px; color: white;'>make</span>formula, which<span style='font-size: 1px; color: white;'>papaya</span>one of<span style='font-size: 1px; color: white;'>nadph</span>the<span style='font-size: 1px; color: white;'>beads</span>following<span style='font-size: 1px; color: white;'>pnum</span>compounds<span style='font-size: 1px; color: white;'>gfc</span>is<span style='font-size: 1px; color: white;'>joint</span>most<span style='font-size: 1px; color: white;'>treats</span>likely<span style='font-size: 1px; color: white;'>redox</span>hydrophobic?</h4> </div>	<div id="drv_27c5" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. glucose, C<sub>6</sub>H<sub>12</sub>O<sub>6</sub><span style='font-size: 1px; color: white;'>bow</span></div>	Incorrect	<div id="drv_08ab" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. hexane, CH<sub>3</sub>(CH<sub>2</sub>)<sub>4</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>falsel</span></div>	Correct	<div id="drv_732b" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. water, H<sub>2</sub>O </div>	Incorrect	<div id="drv_bd84" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. phosphoric acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>fan</span></div>	Incorrect	<div id="drv_b034" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. urea, CO(NH<sub>2</sub>)<sub>2</sub><span style='font-size: 1px; color: white;'>valine</span></div>	Incorrect
MC	<p>720c_42c5</p> <div id="drv_f071" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>ovum</span>on<span style='font-size: 1px; color: white;'>fluid</span>their<span style='font-size: 1px; color: white;'>device</span>molecular<span style='font-size: 1px; color: white;'>candle</span>formula, which<span style='font-size: 1px; color: white;'>builds</span>one<span style='font-size: 1px; color: white;'>non</span>of<span style='font-size: 1px; color: white;'>the</span>the<span style='font-size: 1px; color: white;'>oxygen</span>following compounds is most likely<span style='font-size: 1px; color: white;'>quite</span>hydrophobic?</h4><span style='font-size: 1px; color: white;'>sister</span></div>	<div id="drv_67cb" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. phosphoric<span style='font-size: 1px; color: white;'>pink</span>acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>amanda</span></div>	Incorrect	<div id="drv_32ca" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. sucrose, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub><span style='font-size: 1px; color: white;'>midway</span></div>	Incorrect	<div id="drv_bbd9" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. glycine, NH<sub>2</sub>CH<sub>2</sub>COOH<span style='font-size: 1px; color: white;'>organs</span></div>	Incorrect	<div id="drv_21ef" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>enzyme</span></div>	Incorrect	<div id="drv_0039" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. propane, CH<sub>3</sub>CH<sub>2</sub>CH<sub>3</sub><span style='font-size: 1px; color: white;'>site</span></div>	Correct
MC	<p>720c_3f3d</p> <div id="drv_2b2a" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" ><h4>Based<span style='font-size: 1px; color: white;'>rpc</span>on<span style='font-size: 1px; color: white;'>pest</span>their<span style='font-size: 1px; color: white;'>sheet</span>molecular formula, which<span style='font-size: 1px; color: white;'>linked</span>one<span style='font-size: 1px; color: white;'>sorts</span>of<span style='font-size: 1px; color: white;'>lauric</span>the following compounds<span style='font-size: 1px; color: white;'>runs</span>is<span style='font-size: 1px; color: white;'>piston</span>most likely<span style='font-size: 1px; color: white;'>coa</span>hydrophobic?</h4> </div>	<div id="drv_3b67" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >A. phosphoric acid, H<sub>3</sub>PO<sub>4</sub><span style='font-size: 1px; color: white;'>tubes</span></div>	Incorrect	<div id="drv_8424" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >B. ethanol, CH<sub>3</sub>CH<sub>2</sub>OH<span style='font-size: 1px; color: white;'>ring</span></div>	Incorrect	<div id="drv_edf8" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >C. acetate, C<sub>2</sub>H<sub>3</sub>O<sub>2</sub> </div>	Incorrect	<div id="drv_1fd4" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >D. ammonia, NH<sub>3</sub><span style='font-size: 1px; color: white;'>thus</span></div>	Incorrect	<div id="drv_dee7" oncopy="return false;" onpaste="return false;" oncut="return false;" oncontextmenu="return false;" onmousedown="return false;" onselectstart="return false;" >E. ethylene, CH<sub>2</sub>CH<sub>2</sub> </div>	Correct
