MC	<p>03ff</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the change in <strong><span style="color: #ff0000;">concentration</span></strong> of <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> does<strong> <strong>NOT</strong> </strong>change.&nbsp; 	Incorrect	B.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much smaller than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is linear.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> does<strong> <strong>NOT</strong> </strong>apply to allosteric enzymes.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that the <strong><span style="color: #2fbd0f;"><strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong></span></strong> is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct
MC	<p>850d</p> <p>Which one of the following statements is<strong> <span style="color: #169179;"><strong>TRUE</strong></span> </strong> of Michaelis-Menten kinetics?</p>	A.<strong> </strong>The <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong> is <strong><span style="color: #009e4c;"><i><strong><span style="color: #009e4c;"><i>proportional</i></span></strong></i></span></strong> to the substrate <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong>.&nbsp; 	Correct	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by Greek economist Leo Michelis and Dutch bobsledder Hubert Menten in 1913.&nbsp; 	Incorrect	C.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much larger than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is linear.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the enzyme bound to the substrate [ES] is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the change in <strong><span style="color: #ff0000;">concentration</span></strong> of <strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong> does<strong> <strong>NOT</strong> </strong>change.&nbsp; 	Incorrect
MC	<p>857b</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> concerning Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the rate of breaking the <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is equal to the rate of its formation.&nbsp; 	Incorrect	B.<strong> </strong>The <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong> is <strong><span style="color: #009e4c;"><i><strong><span style="color: #009e4c;"><i>proportional</i></span></strong></i></span></strong> to the product <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong>.&nbsp; 	Correct	C.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much smaller than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is linear.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the product is<strong> <strong>NOT</strong> </strong>available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the enzyme bound to the product [EP] is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect
MC	<p>86cc</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong> is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes the enzyme has a single active site.&nbsp; 	Incorrect	C.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the substrate <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Incorrect
MC	<p>8bcd</p> <p>Which one of the following statements is<strong> <span style="color: #169179;"><strong>TRUE</strong></span> </strong> regarding Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by American linguist Laura Michaelis and Belgian cyclist Milan Menten in 1913.&nbsp; 	Incorrect	B.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much larger than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is linear.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that the <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong> of <strong><span style="color: #2fbd0f;"><strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong></span></strong> is <strong><span style="color: #6d108e;"><i><strong><span style="color: #6d108e;"><i>constant</i></span></strong></i></span></strong>.&nbsp; 	Correct	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect
MC	<p>91aa</p> <p>Which one of the following statements is<strong> <span style="color: #169179;"><strong>TRUE</strong></span> </strong> of Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #ff0000;">concentration</span></strong> of <strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Correct	D.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much larger than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is linear.&nbsp; 	Incorrect	E.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the product <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect
MC	<p>93ac</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> concerning Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the enzyme bound to the product [EP] is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that the substrate is<strong> <strong>NOT</strong> </strong>available and there is no measureable reverse <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes a quasi-steady state, that the <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes the enzyme has a single active site.&nbsp; 	Incorrect
MC	<p>94aa</p> <p>Which one of the following statements is<strong> <span style="color: #169179;"><strong>TRUE</strong></span> </strong> of Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the rate of breaking the <strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong> is equal to the rate of its formation.&nbsp; 	Incorrect	B.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the product <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	D.<strong> </strong>When the substrate <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong>, [S], is much smaller than K<sub>M</sub>, the <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong> is linear.&nbsp; 	Correct	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by Greek economist Leo Michelis and Dutch bobsledder Hubert Menten in 1913.&nbsp; 	Incorrect
MC	<p>955f</p> <p>Which one of the following statements is<strong> <span style="color: #169179;"><strong>TRUE</strong></span> </strong> of Michaelis-Menten kinetics?</p>	A.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the product <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that the product is<strong> <strong>NOT</strong> </strong>available and there is no measureable reverse <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct	C.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much smaller than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by American linguist Laura Michaelis and Belgian cyclist Milan Menten in 1913.&nbsp; 	Incorrect
MC	<p>9566</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong> is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Incorrect	C.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the substrate <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #ff0000;">concentration</span></strong> of <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect
MC	<p>977a</p> <p>Which one of the following statements is<strong> <span style="color: #169179;"><strong>TRUE</strong></span> </strong> regarding Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	B.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much larger than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is linear.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #ff0000;">concentration</span></strong> of <strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	E.<strong> </strong>The <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong> is <strong><span style="color: #009e4c;"><i><strong><span style="color: #009e4c;"><i>proportional</i></span></strong></i></span></strong> to the substrate <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong>.&nbsp; 	Correct
MC	<p>9848</p> <p>Which one of the following statements is<strong> <span style="color: #169179;"><strong>TRUE</strong></span> </strong> of Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the rate of breaking the <strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong> is equal to the rate of its formation.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the substrate is<strong> <strong>NOT</strong> </strong>available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the enzyme bound to the substrate [ES] is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	D.<strong> </strong>When the substrate <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong>, [S], is much smaller than K<sub>M</sub>, the <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong> is linear.&nbsp; 	Correct	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by Greek economist Leo Michelis and Dutch bobsledder Hubert Menten in 1913.&nbsp; 	Incorrect
MC	<p>9ad1</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> concerning Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes the enzyme has a single active site.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong> is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes a quasi-steady state, that the <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct
MC	<p>9c6a</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that the enzyme bound to the substrate [ES] is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct	B.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much larger than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Incorrect	D.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the substrate <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that there is no product available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect
MC	<p>9dd7</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that the <strong><span style="color: #2fbd0f;"><strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong></span></strong> is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes the enzyme has a single active site.&nbsp; 	Incorrect	C.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much smaller than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is linear.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Incorrect	E.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the substrate <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect
MC	<p>9ea4</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about Michaelis-Menten kinetics?</p>	A.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the substrate <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that there is no product available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> does<strong> <strong>NOT</strong> </strong>apply to allosteric enzymes.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that the <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong> of <strong><span style="color: #ff5e00;"><strong><span style="color: #ff5e00;">enzyme-product complex [EP]</span></strong></span></strong> is <strong><span style="color: #6d108e;"><i><strong><span style="color: #6d108e;"><i>constant</i></span></strong></i></span></strong>.&nbsp; 	Correct	E.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much larger than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect
MC	<p>9fb3</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> concerning Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> does<strong> <strong>NOT</strong> </strong>apply to allosteric enzymes.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the enzyme bound to the product [EP] is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by German biochemist Leonor Michaelis and Canadian physician Maud Menten in 1913.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes a quasi-steady state, that the <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	E.<strong> </strong>The <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong> is <strong><span style="color: #009e4c;"><i><strong><span style="color: #009e4c;"><i>proportional</i></span></strong></i></span></strong> to the product <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong>.&nbsp; 	Correct
MC	<p>a1ad</p> <p>Which one of the following statements is<strong> <span style="color: #169179;"><strong>TRUE</strong></span> </strong> regarding Michaelis-Menten kinetics?</p>	A.<strong> </strong>When the substrate <strong><span style="color: #ff0000;">concentration</span></strong>, [S], is much smaller than K<sub>M</sub>, the <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	B.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that the change in <strong><span style="color: #ff0000;"><strong><span style="color: #ff0000;">concentration</span></strong></span></strong> of <strong><span style="color: #2fbd0f;"><strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong></span></strong> does<strong> <strong>NOT</strong> </strong>change.&nbsp; 	Correct	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> was developed by American linguist Laura Michaelis and Belgian cyclist Milan Menten in 1913.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the enzyme bound to the substrate [ES] is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect
MC	<p>a27c</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> concerning Michaelis-Menten kinetics?</p>	A.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the enzyme bound to the product [EP] is short lived and does<strong> <strong>NOT</strong> </strong>contribute to the <strong><span style="color: #a1005e;">reaction rate</span></strong>.&nbsp; 	Incorrect	B.<strong> </strong>The <strong><span style="color: #a1005e;">reaction rate</span></strong> is <strong><span style="color: #009e4c;"><i>proportional</i></span></strong> to the substrate <strong><span style="color: #ff0000;">concentration</span></strong>.&nbsp; 	Incorrect	C.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes that the <strong><span style="color: #ff0000;">concentration</span></strong> of <strong><span style="color: #2fbd0f;">enzyme-substrate complex [ES]</span></strong> is <strong><span style="color: #6d108e;"><i>constant</i></span></strong>.&nbsp; 	Incorrect	D.<strong> </strong><strong><span style="color: #0d57a5;">M-M kinetics</span></strong> assumes the enzyme has a single active site.&nbsp; 	Incorrect	E.<strong> </strong><strong><span style="color: #0d57a5;"><strong><span style="color: #0d57a5;">M-M kinetics</span></strong></span></strong> assumes that there is no substrate available and there is no measureable reverse <strong><span style="color: #a1005e;"><strong><span style="color: #a1005e;">reaction rate</span></strong></span></strong>.&nbsp; 	Correct
