MC	<p>5b3c_3bce</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Kelvin</span></strong>	Incorrect	warmer <strong><span style="color: #6c6c00;"><strong><span style="color: #6c6c00;">temperature</span></strong></span></strong> makes a reaction more favorable	Correct	<strong><span style="color: #b74300;">enthalpy</span></strong> is associated with the heat content of a system	Incorrect	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> &lt; 0 the reaction is called<strong><span style="color: #007a00;"><strong>spontaneous</strong></span></strong>	Incorrect	Negative <strong><span style="color: #b74300;">enthalpy</span></strong> makes a reaction more favorable	Incorrect
MC	<p>c3a1_ba4d</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	<strong><span style="color: #a719db;">free energy</span></strong> is associated with the heat content of a system	Incorrect	colder <strong><span style="color: #6c6c00;">temperature</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> is the change in <strong><span style="color: #007576;">entropy</span></strong>	Incorrect	Negative <strong><span style="color: #b74300;"><strong><span style="color: #b74300;">enthalpy</span></strong></span></strong> makes a reaction more favorable	Correct	When <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect
MC	<p>17fb_8322</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	warmer <strong><span style="color: #6c6c00;">temperature</span></strong> makes a reaction more favorable	Incorrect	When <strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	Positive <strong><span style="color: #b74300;">enthalpy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> is the change in <strong><span style="color: #b74300;">enthalpy</span></strong>	Incorrect	the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong> can be described as the energy available to do work	Correct
MC	<p>0520_5e22</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	Negative <strong><span style="color: #b74300;">enthalpy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Kelvin</span></strong>	Incorrect	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong>	Incorrect	<strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> is the change in <strong><span style="color: #a719db;">free energy</span></strong>	Incorrect	<strong><span style="color: #007576;"><strong><span style="color: #007576;">entropy</span></strong></span></strong> is associated with the amount of heat exchanged with the environment	Correct
MC	<p>5570_f3c9</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	Positive <strong><span style="color: #007576;">entropy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #b74300;">enthalpy</span></strong> is associated with the amount of heat exchanged with the environment	Incorrect	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Kelvin</span></strong>	Incorrect	<strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> is the change in <strong><span style="color: #b74300;">enthalpy</span></strong>	Incorrect	colder <strong><span style="color: #6c6c00;"><strong><span style="color: #6c6c00;">temperature</span></strong></span></strong> makes a reaction more favorable	Correct
MC	<p>7d7a_b01c</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	Negative <strong><span style="color: #b74300;">enthalpy</span></strong> makes a reaction more favorable	Incorrect	When <strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong><strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong></strong></span></strong>	Correct	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	the Gibbs <strong><span style="color: #a719db;">free energy</span></strong> can be described as the energy available to do work	Incorrect	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Kelvin</span></strong>	Incorrect
MC	<p>64f0_101f</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	Positive <strong><span style="color: #007576;">entropy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> is the change in <strong><span style="color: #007576;">entropy</span></strong>	Incorrect	the Gibbs <strong><span style="color: #a719db;">free energy</span></strong> can be described as the energy available to do work	Incorrect	When <strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> &gt; 0 the reaction is called<strong><span style="color: #007a00;"><strong>spontaneous</strong></span></strong>	Correct	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Kelvin</span></strong>	Incorrect
MC	<p>0520_1e4e</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	colder <strong><span style="color: #6c6c00;"><strong><span style="color: #6c6c00;">temperature</span></strong></span></strong> makes a reaction more favorable	Correct	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	<strong><span style="color: #007576;">entropy</span></strong> is associated with a state of disorder, randomness, or uncertainty	Incorrect	<strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> is the change in <strong><span style="color: #a719db;">free energy</span></strong>	Incorrect	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Kelvin</span></strong>	Incorrect
MC	<p>ef96_d2c3</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	Positive <strong><span style="color: #b74300;">enthalpy</span></strong> makes a reaction more favorable	Incorrect	When <strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	<strong><span style="color: #007576;">entropy</span></strong> is associated with the amount of heat exchanged with the environment	Incorrect	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;"><strong><span style="color: #6c6c00;">temperature</span></strong></span></strong> in <strong><span style="color: #cc0066;"><strong><span style="color: #cc0066;">degrees Kelvin</span></strong></span></strong>	Correct	When <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &lt; 0 the reaction is called<strong><span style="color: #007a00;"><strong>spontaneous</strong></span></strong>	Incorrect
MC	<p>4e64_e8f2</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong><strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong></strong></span></strong>	Correct	colder <strong><span style="color: #6c6c00;">temperature</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #a719db;">free energy</span></strong> is associated with the heat content of a system	Incorrect	Negative <strong><span style="color: #007576;">entropy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Celcius</span></strong>	Incorrect
MC	<p>17fb_0773</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	When <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong>	Incorrect	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = 0 the reaction has reached equilibrium	Correct	colder <strong><span style="color: #6c6c00;">temperature</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> is the change in <strong><span style="color: #007576;">entropy</span></strong>	Incorrect	<strong><span style="color: #a719db;">free energy</span></strong> is associated with the amount of heat exchanged with the environment	Incorrect
MC	<p>2c81_b8d9</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = 0 the reaction has reached equilibrium	Correct	warmer <strong><span style="color: #6c6c00;">temperature</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #a719db;">free energy</span></strong> is associated with a state of disorder, randomness, or uncertainty	Incorrect	Negative <strong><span style="color: #007576;">entropy</span></strong> makes a reaction more favorable	Incorrect	When <strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong>	Incorrect
MC	<p>aa3b_02ea</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	colder <strong><span style="color: #6c6c00;"><strong><span style="color: #6c6c00;">temperature</span></strong></span></strong> makes a reaction more favorable	Correct	Negative <strong><span style="color: #b74300;">enthalpy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #b74300;">enthalpy</span></strong> is associated with the amount of heat exchanged with the environment	Incorrect	<strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> is the change in <strong><span style="color: #b74300;">enthalpy</span></strong>	Incorrect
MC	<p>7536_c93a</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	warmer <strong><span style="color: #6c6c00;">temperature</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #b74300;">enthalpy</span></strong> is associated with a state of disorder, randomness, or uncertainty	Incorrect	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> &lt; 0 the reaction is called<strong><span style="color: #007a00;"><strong>spontaneous</strong></span></strong>	Correct	Negative <strong><span style="color: #007576;">entropy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> is the change in <strong><span style="color: #007576;">entropy</span></strong>	Incorrect
MC	<p>7d7a_86a8</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	Positive <strong><span style="color: #007576;">entropy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong> is associated with a state of disorder, randomness, or uncertainty	Correct	<strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> is the change in <strong><span style="color: #007576;">entropy</span></strong>	Incorrect	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong>	Incorrect
MC	<p>4e64_54cd</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Fahrenheit</span></strong>	Incorrect	When <strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong>	Incorrect	Positive <strong><span style="color: #b74300;">enthalpy</span></strong> makes a reaction more favorable	Incorrect	<strong><span style="color: #b74300;"><strong><span style="color: #b74300;">enthalpy</span></strong></span></strong> is associated with the amount of heat exchanged with the environment	Correct	colder <strong><span style="color: #6c6c00;">temperature</span></strong> makes a reaction more favorable	Incorrect
MC	<p>2c81_2121</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong> can be described as the energy available to do work	Correct	Negative <strong><span style="color: #007576;">entropy</span></strong> makes a reaction more favorable	Incorrect	When <strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Celcius</span></strong>	Incorrect	<strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> is the change in <strong><span style="color: #b74300;">enthalpy</span></strong>	Incorrect
MC	<p>64f0_dd4b</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Kelvin</span></strong>	Incorrect	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	<strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> is the change in <strong><span style="color: #007576;">entropy</span></strong>	Incorrect	<strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong> is associated with a state of disorder, randomness, or uncertainty	Correct	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong>	Incorrect
MC	<p>2c81_579d</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	When <strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	<strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> is the change in <strong><span style="color: #b74300;">enthalpy</span></strong>	Incorrect	<strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong>is the <strong><span style="color: #6c6c00;">temperature</span></strong> in <strong><span style="color: #cc0066;">degrees Celcius</span></strong>	Incorrect	<strong><span style="color: #007576;"><strong><span style="color: #007576;">entropy</span></strong></span></strong> is associated with a state of disorder, randomness, or uncertainty	Correct	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> &lt; 0 the reaction is called <strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong>	Incorrect
MC	<p>5b3c_dcca</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> about the Gibbs <strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;"><strong><span style="color: #a719db;">free energy</span></strong></span></strong></span></strong></span></strong>, <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = <strong><span style="color: #d40000;"><strong>&Delta;<i>H</i></strong></span></strong> &ndash; <strong><span style="color: #935d00;"><strong><i>T</i></strong></span></strong><strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong>?</p>	Positive <strong><span style="color: #b74300;"><strong><span style="color: #b74300;">enthalpy</span></strong></span></strong> makes a reaction more favorable	Correct	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> = 0 the reaction has reached equilibrium	Incorrect	When <strong><span style="color: #0067cc;"><strong>&Delta;<i>G</i></strong></span></strong> &gt; 0 the reaction is called <strong><span style="color: #c80085;"><strong>non-spontaneous</strong></span></strong>	Incorrect	<strong><span style="color: #076dad;"><strong>&Delta;<i>S</i></strong></span></strong> is the change in <strong><span style="color: #007576;">entropy</span></strong>	Incorrect	<strong><span style="color: #007576;">entropy</span></strong> is associated with a state of disorder, randomness, or uncertainty	Incorrect
